state,county,NAME,Sex by Age_Estimate!!Total: (B01001_001E),Sex by Age_Estimate!!Total:!!Male: (B01001_002E)
25,019,"Nantucket County, Massachusetts",14065,7722
25,021,"Norfolk County, Massachusetts",722112,350867
25,023,"Plymouth County, Massachusetts",529548,259441
25,025,"Suffolk County, Massachusetts",785443,380529
25,027,"Worcester County, Massachusetts",858898,426680
26,001,"Alcona County, Michigan",10238,5199
26,003,"Alger County, Michigan",8866,4943
26,005,"Allegan County, Michigan",120189,60422
26,007,"Alpena County, Michigan",28911,14366
26,009,"Antrim County, Michigan",23662,11833
26,011,"Arenac County, Michigan",15031,7684
26,013,"Baraga County, Michigan",8245,4572
26,015,"Barry County, Michigan",62581,31577
26,017,"Bay County, Michigan",103752,51394
26,019,"Benzie County, Michigan",18058,9065
26,021,"Berrien County, Michigan",153938,75863
26,023,"Branch County, Michigan",44795,23151
26,025,"Calhoun County, Michigan",134011,66230
26,027,"Cass County, Michigan",51604,25911
26,029,"Charlevoix County, Michigan",26174,13106
26,031,"Cheboygan County, Michigan",25709,13072
26,033,"Chippewa County, Michigan",36670,19879
26,035,"Clare County, Michigan",30998,15586
26,037,"Clinton County, Michigan",79249,39424
26,039,"Crawford County, Michigan",13197,6782
26,041,"Delta County, Michigan",36839,18645
26,043,"Dickinson County, Michigan",25937,13219
26,045,"Eaton County, Michigan",109072,54056
26,047,"Emmet County, Michigan",34072,17083
26,049,"Genesee County, Michigan",405280,196717
26,051,"Gladwin County, Michigan",25461,12823
26,053,"Gogebic County, Michigan",14597,7649
26,055,"Grand Traverse County, Michigan",95315,47300
26,057,"Gratiot County, Michigan",41534,22438
26,059,"Hillsdale County, Michigan",45698,22937
26,061,"Houghton County, Michigan",37414,20576
26,063,"Huron County, Michigan",31461,15783
26,065,"Ingham County, Michigan",282540,138535
26,067,"Ionia County, Michigan",66663,36307
26,069,"Iosco County, Michigan",25319,12647
26,071,"Iron County, Michigan",11585,5871
26,073,"Isabella County, Michigan",64938,31554
26,075,"Jackson County, Michigan",160637,82776
26,077,"Kalamazoo County, Michigan",261426,128595
26,079,"Kalkaska County, Michigan",17934,9122
26,081,"Kent County, Michigan",657321,326880
26,083,"Keweenaw County, Michigan",2088,1093
26,085,"Lake County, Michigan",12285,6753
26,087,"Lapeer County, Michigan",88687,45727
26,089,"Leelanau County, Michigan",22426,11155
26,091,"Lenawee County, Michigan",99263,50546
26,093,"Livingston County, Michigan",194302,98266
26,095,"Luce County, Michigan",5442,2865
26,097,"Mackinac County, Michigan",10843,5594
26,099,"Macomb County, Michigan",878453,431113
26,101,"Manistee County, Michigan",25058,12966
26,103,"Marquette County, Michigan",66376,33782
26,105,"Mason County, Michigan",29178,14609
26,107,"Mecosta County, Michigan",40128,20158
26,109,"Menominee County, Michigan",23433,12105
26,111,"Midland County, Michigan",83503,41623
26,113,"Missaukee County, Michigan",15089,7634
26,115,"Monroe County, Michigan",154823,77273
26,117,"Montcalm County, Michigan",66901,35863
26,119,"Montmorency County, Michigan",9261,4727
26,121,"Muskegon County, Michigan",175947,88360
26,123,"Newaygo County, Michigan",50130,25483
26,125,"Oakland County, Michigan",1272264,629093
26,127,"Oceana County, Michigan",26707,13698
26,129,"Ogemaw County, Michigan",20820,10528
26,131,"Ontonagon County, Michigan",5862,3005
26,133,"Osceola County, Michigan",23022,11774
26,135,"Oscoda County, Michigan",8264,4231
26,137,"Otsego County, Michigan",25221,12768
26,139,"Ottawa County, Michigan",296183,147228
26,141,"Presque Isle County, Michigan",13083,6562
26,143,"Roscommon County, Michigan",23556,11891
26,145,"Saginaw County, Michigan",189821,92665
26,147,"St. Clair County, Michigan",160257,80273
26,149,"St. Joseph County, Michigan",60887,30671
26,151,"Sanilac County, Michigan",40759,20605
26,153,"Schoolcraft County, Michigan",8062,4044
26,155,"Shiawassee County, Michigan",68124,33970
26,157,"Tuscola County, Michigan",53218,27048
26,159,"Van Buren County, Michigan",75636,37837
26,161,"Washtenaw County, Michigan",370231,185097
26,163,"Wayne County, Michigan",1781641,864475
26,165,"Wexford County, Michigan",33766,16966
27,001,"Aitkin County, Minnesota",15859,8004
27,003,"Anoka County, Minnesota",363985,183494
27,005,"Becker County, Minnesota",35202,17654
27,007,"Beltrami County, Minnesota",46274,23299
27,009,"Benton County, Minnesota",41300,20822
27,011,"Big Stone County, Minnesota",5161,2618
27,013,"Blue Earth County, Minnesota",69022,34934
27,015,"Brown County, Minnesota",25880,13013
27,017,"Carlton County, Minnesota",36362,19212
27,019,"Carver County, Minnesota",107216,53641
27,021,"Cass County, Minnesota",30288,15590
27,023,"Chippewa County, Minnesota",12466,6290
27,025,"Chisago County, Minnesota",56927,29651
27,027,"Clay County, Minnesota",65307,32443
27,029,"Clearwater County, Minnesota",8541,4314
27,031,"Cook County, Minnesota",5611,2804
27,033,"Cottonwood County, Minnesota",11481,5768
27,035,"Crow Wing County, Minnesota",66558,33304
27,037,"Dakota County, Minnesota",439179,218368
27,039,"Dodge County, Minnesota",20893,10622
27,041,"Douglas County, Minnesota",39081,19714
27,043,"Faribault County, Minnesota",13931,7120
27,045,"Fillmore County, Minnesota",21251,10804
27,047,"Freeborn County, Minnesota",30857,15429
27,049,"Goodhue County, Minnesota",47697,23905
27,051,"Grant County, Minnesota",6091,3133
27,053,"Hennepin County, Minnesota",1270787,633454
27,055,"Houston County, Minnesota",18826,9473
27,057,"Hubbard County, Minnesota",21479,11006
27,059,"Isanti County, Minnesota",41257,20955
27,061,"Itasca County, Minnesota",45054,22891
27,063,"Jackson County, Minnesota",9990,5127
27,065,"Kanabec County, Minnesota",16145,8076
27,067,"Kandiyohi County, Minnesota",43686,22189
27,069,"Kittson County, Minnesota",4191,2096
27,071,"Koochiching County, Minnesota",12072,6099
27,073,"Lac qui Parle County, Minnesota",6736,3439
27,075,"Lake County, Minnesota",10915,5608
27,077,"Lake of the Woods County, Minnesota",3786,2018
27,079,"Le Sueur County, Minnesota",28795,14650
27,081,"Lincoln County, Minnesota",5630,2874
27,083,"Lyon County, Minnesota",25352,12519
27,085,"McLeod County, Minnesota",36727,18448
27,087,"Mahnomen County, Minnesota",5389,2762
27,089,"Marshall County, Minnesota",9017,4578
27,091,"Martin County, Minnesota",19960,10076
27,093,"Meeker County, Minnesota",23352,12031
27,095,"Mille Lacs County, Minnesota",26680,13608
27,097,"Morrison County, Minnesota",34023,17343
27,099,"Mower County, Minnesota",40082,20512
27,101,"Murray County, Minnesota",8170,4110
27,103,"Nicollet County, Minnesota",34380,17372
27,105,"Nobles County, Minnesota",22194,11393
27,107,"Norman County, Minnesota",6457,3343
27,109,"Olmsted County, Minnesota",162307,79676
27,111,"Otter Tail County, Minnesota",60072,30382
27,113,"Pennington County, Minnesota",13995,7035
27,115,"Pine County, Minnesota",29090,15605
27,117,"Pipestone County, Minnesota",9380,4617
27,119,"Polk County, Minnesota",31128,15992
27,121,"Pope County, Minnesota",11312,5798
27,123,"Ramsey County, Minnesota",547202,269113
27,125,"Red Lake County, Minnesota",3912,2031
27,127,"Redwood County, Minnesota",15428,7751
27,129,"Renville County, Minnesota",14707,7557
27,131,"Rice County, Minnesota",67152,34493
27,133,"Rock County, Minnesota",9659,4701
27,135,"Roseau County, Minnesota",15294,8070
27,137,"St. Louis County, Minnesota",200122,101050
27,139,"Scott County, Minnesota",151347,75749
27,141,"Sherburne County, Minnesota",97820,50268
27,143,"Sibley County, Minnesota",14950,7624
27,145,"Stearns County, Minnesota",158622,80483
27,147,"Steele County, Minnesota",37396,18799
27,149,"Stevens County, Minnesota",9682,4977
27,151,"Swift County, Minnesota",9806,5031
27,153,"Todd County, Minnesota",25277,13100
27,155,"Traverse County, Minnesota",3345,1660
27,157,"Wabasha County, Minnesota",21460,10876
27,159,"Wadena County, Minnesota",14108,6998
27,161,"Waseca County, Minnesota",18953,9140
27,163,"Washington County, Minnesota",268651,133828
27,165,"Watonwan County, Minnesota",11205,5708
27,167,"Wilkin County, Minnesota",6454,3426
27,169,"Winona County, Minnesota",49792,24786
27,171,"Wright County, Minnesota",142543,72791
27,173,"Yellow Medicine County, Minnesota",9569,4849
28,001,"Adams County, Mississippi",29425,13867
28,003,"Alcorn County, Mississippi",34717,16911
28,005,"Amite County, Mississippi",12683,5948
28,007,"Attala County, Mississippi",17842,8537
28,009,"Benton County, Mississippi",7637,3780
28,011,"Bolivar County, Mississippi",30688,14462
28,013,"Calhoun County, Mississippi",13193,6523
28,015,"Carroll County, Mississippi",9930,5307
28,017,"Chickasaw County, Mississippi",17024,8270
28,019,"Choctaw County, Mississippi",8208,4080
28,021,"Claiborne County, Mississippi",9044,4405
28,023,"Clarke County, Mississippi",15553,7289
28,025,"Clay County, Mississippi",18598,8803
28,027,"Coahoma County, Mississippi",21264,9982
28,029,"Copiah County, Mississippi",28210,13135
28,031,"Covington County, Mississippi",18323,9001
28,033,"DeSoto County, Mississippi",186214,90194
28,035,"Forrest County, Mississippi",77917,36624
28,037,"Franklin County, Mississippi",7690,3870
28,039,"George County, Mississippi",24547,12440
28,041,"Greene County, Mississippi",13672,8378
28,043,"Grenada County, Mississippi",21474,10391
28,045,"Hancock County, Mississippi",46010,22379
28,047,"Harrison County, Mississippi",208748,102341
28,049,"Hinds County, Mississippi",226541,106310
28,051,"Holmes County, Mississippi",16848,8123
28,053,"Humphreys County, Mississippi",7744,3538
28,055,"Issaquena County, Mississippi",1206,773
28,057,"Itawamba County, Mississippi",23888,11861
28,059,"Jackson County, Mississippi",143721,71078
28,061,"Jasper County, Mississippi",16320,8167
28,063,"Jefferson County, Mississippi",7207,3448
28,065,"Jefferson Davis County, Mississippi",11291,5386
28,067,"Jones County, Mississippi",67152,32780
28,069,"Kemper County, Mississippi",8980,4614
28,071,"Lafayette County, Mississippi",56172,27066
28,073,"Lamar County, Mississippi",64425,30879
28,075,"Lauderdale County, Mississippi",72741,35314
28,077,"Lawrence County, Mississippi",11933,5840
28,079,"Leake County, Mississippi",21335,10586
28,081,"Lee County, Mississippi",83343,39817
28,083,"Leflore County, Mississippi",27920,13124
28,085,"Lincoln County, Mississippi",34855,16669
28,087,"Lowndes County, Mississippi",58547,27946
28,089,"Madison County, Mississippi",109257,52683
28,091,"Marion County, Mississippi",24362,11794
28,093,"Marshall County, Mississippi",33980,16852
28,095,"Monroe County, Mississippi",34168,16511
28,097,"Montgomery County, Mississippi",9803,4674
28,099,"Neshoba County, Mississippi",28970,13754
28,101,"Newton County, Mississippi",21275,10313
28,103,"Noxubee County, Mississippi",10261,4716
28,105,"Oktibbeha County, Mississippi",51388,25696
28,107,"Panola County, Mississippi",33157,15990
28,109,"Pearl River County, Mississippi",56351,27679
28,111,"Perry County, Mississippi",11511,5766
28,113,"Pike County, Mississippi",40098,18918
28,115,"Pontotoc County, Mississippi",31202,15198
28,117,"Prentiss County, Mississippi",24945,12270
28,119,"Quitman County, Mississippi",6113,2877
28,121,"Rankin County, Mississippi",157185,76152
28,123,"Scott County, Mississippi",27943,13871
28,125,"Sharkey County, Mississippi",3910,1950
28,127,"Simpson County, Mississippi",25889,12507
28,129,"Smith County, Mississippi",14310,6747
28,131,"Stone County, Mississippi",18360,9371
28,133,"Sunflower County, Mississippi",25867,13798
28,135,"Tallahatchie County, Mississippi",12621,6735
28,137,"Tate County, Mississippi",28094,13587
28,139,"Tippah County, Mississippi",21769,10594
28,141,"Tishomingo County, Mississippi",18837,9169
28,143,"Tunica County, Mississippi",9787,4835
28,145,"Union County, Mississippi",27880,13752
28,147,"Walthall County, Mississippi",13888,6957
28,149,"Warren County, Mississippi",44341,21320
28,151,"Washington County, Mississippi",44604,21015
28,153,"Wayne County, Mississippi",19760,9600
28,155,"Webster County, Mississippi",9942,4754
28,157,"Wilkinson County, Mississippi",8531,4588
28,159,"Winston County, Mississippi",17741,8562
28,161,"Yalobusha County, Mississippi",12499,5990
28,163,"Yazoo County, Mississippi",27467,16207
29,001,"Adair County, Missouri",25299,12112
29,003,"Andrew County, Missouri",18069,9113
29,005,"Atchison County, Missouri",5270,2666
29,007,"Audrain County, Missouri",24873,11771
29,009,"Barry County, Missouri",34701,17540
29,011,"Barton County, Missouri",11683,5781
29,013,"Bates County, Missouri",16101,8064
29,015,"Benton County, Missouri",19616,10001
29,017,"Bollinger County, Missouri",10658,5298
29,019,"Boone County, Missouri",184043,89484
29,021,"Buchanan County, Missouri",84544,42811
29,023,"Butler County, Missouri",42280,20654
29,025,"Caldwell County, Missouri",8876,4549
29,027,"Callaway County, Missouri",44517,23158
29,029,"Camden County, Missouri",43227,21504
29,031,"Cape Girardeau County, Missouri",81703,39940
29,033,"Carroll County, Missouri",8513,4262
29,035,"Carter County, Missouri",5299,2591
29,037,"Cass County, Missouri",108205,53087
29,039,"Cedar County, Missouri",14314,7313
29,041,"Chariton County, Missouri",7417,3706
29,043,"Christian County, Missouri",89568,43917
29,045,"Clark County, Missouri",6693,3459
29,047,"Clay County, Missouri",253085,125225
29,049,"Clinton County, Missouri",21155,10619
29,051,"Cole County, Missouri",76890,38954
29,053,"Cooper County, Missouri",16893,8535
29,055,"Crawford County, Missouri",23023,11414
29,057,"Dade County, Missouri",7598,3845
29,059,"Dallas County, Missouri",17158,8402
29,061,"Daviess County, Missouri",8418,4222
29,063,"DeKalb County, Missouri",11838,7127
29,065,"Dent County, Missouri",14509,7257
29,067,"Douglas County, Missouri",11803,5991
29,069,"Dunklin County, Missouri",28174,13489
29,071,"Franklin County, Missouri",104858,52478
29,073,"Gasconade County, Missouri",14801,7522
29,075,"Gentry County, Missouri",6219,3034
29,077,"Greene County, Missouri",299188,146659
29,079,"Grundy County, Missouri",9878,4822
29,081,"Harrison County, Missouri",8190,4127
29,083,"Henry County, Missouri",22064,10991
29,085,"Hickory County, Missouri",8452,4307
29,087,"Holt County, Missouri",4274,2134
29,089,"Howard County, Missouri",10142,5168
29,091,"Howell County, Missouri",39960,19454
29,093,"Iron County, Missouri",9538,4762
29,095,"Jackson County, Missouri",715526,348351
29,097,"Jasper County, Missouri",122788,60468
29,099,"Jefferson County, Missouri",226984,113749
29,101,"Johnson County, Missouri",54025,27678
29,103,"Knox County, Missouri",3772,1899
29,105,"Laclede County, Missouri",36060,18027
29,107,"Lafayette County, Missouri",32858,16590
29,109,"Lawrence County, Missouri",38231,19195
29,111,"Lewis County, Missouri",9987,5038
29,113,"Lincoln County, Missouri",60172,30435
29,115,"Linn County, Missouri",11892,5823
29,117,"Livingston County, Missouri",14402,6425
29,119,"McDonald County, Missouri",23381,11840
29,121,"Macon County, Missouri",15173,7532
29,123,"Madison County, Missouri",12649,6356
29,125,"Maries County, Missouri",8454,4274
29,127,"Marion County, Missouri",28525,13933
29,129,"Mercer County, Missouri",3517,1726
29,131,"Miller County, Missouri",24855,12458
29,133,"Mississippi County, Missouri",12305,6527
29,135,"Moniteau County, Missouri",15401,7982
29,137,"Monroe County, Missouri",8668,4445
29,139,"Montgomery County, Missouri",11421,5756
29,141,"Morgan County, Missouri",21169,10660
29,143,"New Madrid County, Missouri",16341,7817
29,145,"Newton County, Missouri",59019,29756
29,147,"Nodaway County, Missouri",21140,10575
29,149,"Oregon County, Missouri",8783,4367
29,151,"Osage County, Missouri",13374,6899
29,153,"Ozark County, Missouri",8688,4343
29,155,"Pemiscot County, Missouri",15555,7304
29,157,"Perry County, Missouri",18970,9415
29,159,"Pettis County, Missouri",43059,21606
29,161,"Phelps County, Missouri",44843,23629
29,163,"Pike County, Missouri",17719,9656
29,165,"Platte County, Missouri",107033,53232
29,167,"Polk County, Missouri",31877,15732
29,169,"Pulaski County, Missouri",53726,29982
29,171,"Putnam County, Missouri",4698,2414
29,173,"Ralls County, Missouri",10356,5301
29,175,"Randolph County, Missouri",24652,12916
29,177,"Ray County, Missouri",23122,11611
29,179,"Reynolds County, Missouri",6102,3177
29,181,"Ripley County, Missouri",10839,5402
29,183,"St. Charles County, Missouri",406262,201131
29,185,"St. Clair County, Missouri",9330,4737
29,186,"Ste. Genevieve County, Missouri",18494,9537
29,187,"St. Francois County, Missouri",66814,35470
29,189,"St. Louis County, Missouri",999703,478717
29,195,"Saline County, Missouri",23219,11642
29,197,"Schuyler County, Missouri",4066,2011
29,199,"Scotland County, Missouri",4720,2304
29,201,"Scott County, Missouri",38055,18523
29,203,"Shannon County, Missouri",7132,3637
29,205,"Shelby County, Missouri",6049,3076
29,207,"Stoddard County, Missouri",28656,14018
29,209,"Stone County, Missouri",31314,15415
29,211,"Sullivan County, Missouri",5983,3001
29,213,"Taney County, Missouri",56202,26873
29,215,"Texas County, Missouri",24828,13096
29,217,"Vernon County, Missouri",19777,9763
29,219,"Warren County, Missouri",35729,17840
29,221,"Washington County, Missouri",23580,12260
29,223,"Wayne County, Missouri",11081,5512
29,225,"Webster County, Missouri",39265,20016
29,227,"Worth County, Missouri",1982,991
29,229,"Wright County, Missouri",18475,9137
29,510,"St. Louis city, Missouri",298018,144893
30,001,"Beaverhead County, Montana",9469,4829
30,003,"Big Horn County, Montana",13090,6498
30,005,"Blaine County, Montana",7030,3530
30,007,"Broadwater County, Montana",6977,3607
30,009,"Carbon County, Montana",10645,5410
30,011,"Carter County, Montana",1332,698
30,013,"Cascade County, Montana",84423,43002
30,015,"Chouteau County, Montana",5897,2956
30,017,"Custer County, Montana",11957,6024
30,019,"Daniels County, Montana",1535,775
30,021,"Dawson County, Montana",8915,4607
30,023,"Deer Lodge County, Montana",9435,5072
30,025,"Fallon County, Montana",2941,1448
30,027,"Fergus County, Montana",11496,5991
30,029,"Flathead County, Montana",105950,53095
30,031,"Gallatin County, Montana",119685,62534
30,033,"Garfield County, Montana",976,487
30,035,"Glacier County, Montana",13781,6820
30,037,"Golden Valley County, Montana",841,419
30,039,"Granite County, Montana",3368,1724
30,041,"Hill County, Montana",16238,8293
30,043,"Jefferson County, Montana",12273,6282
30,045,"Judith Basin County, Montana",2039,1131
30,047,"Lake County, Montana",31509,15630
30,049,"Lewis and Clark County, Montana",71487,35738
30,051,"Liberty County, Montana",1993,908
30,053,"Lincoln County, Montana",20157,10127
30,055,"McCone County, Montana",1746,913
30,057,"Madison County, Montana",8742,4593
30,059,"Meagher County, Montana",1948,1057
30,061,"Mineral County, Montana",4652,2430
30,063,"Missoula County, Montana",118541,59633
30,065,"Musselshell County, Montana",4924,2487
30,067,"Park County, Montana",17320,8723
30,069,"Petroleum County, Montana",416,226
30,071,"Phillips County, Montana",4233,2247
30,073,"Pondera County, Montana",5987,3013
30,075,"Powder River County, Montana",1773,876
30,077,"Powell County, Montana",6998,4455
30,079,"Prairie County, Montana",1283,690
30,081,"Ravalli County, Montana",44876,22535
30,083,"Richland County, Montana",11366,5710
30,085,"Roosevelt County, Montana",10799,5464
30,087,"Rosebud County, Montana",8310,4176
30,089,"Sanders County, Montana",12615,6532
30,091,"Sheridan County, Montana",3700,1945
30,093,"Silver Bow County, Montana",35306,18120
30,095,"Stillwater County, Montana",8978,4560
30,097,"Sweet Grass County, Montana",3697,1906
30,099,"Teton County, Montana",6238,3087
30,101,"Toole County, Montana",5018,2921
30,103,"Treasure County, Montana",680,359
30,105,"Valley County, Montana",7552,3862
30,107,"Wheatland County, Montana",2060,942
30,109,"Wibaux County, Montana",1119,542
30,111,"Yellowstone County, Montana",165524,82077
31,001,"Adams County, Nebraska",31143,15385
31,003,"Antelope County, Nebraska",6302,3193
31,005,"Arthur County, Nebraska",485,255
31,007,"Banner County, Nebraska",670,328
31,009,"Blaine County, Nebraska",384,204
31,011,"Boone County, Nebraska",5397,2721
31,013,"Box Butte County, Nebraska",10778,5486
31,015,"Boyd County, Nebraska",1767,918
31,017,"Brown County, Nebraska",2691,1324
31,019,"Buffalo County, Nebraska",50103,25127
31,021,"Burt County, Nebraska",6717,3358
31,023,"Butler County, Nebraska",8373,4192
31,025,"Cass County, Nebraska",26749,13586
31,027,"Cedar County, Nebraska",8375,4291
31,029,"Chase County, Nebraska",3704,1752
31,031,"Cherry County, Nebraska",5473,2815
31,033,"Cheyenne County, Nebraska",9489,4734
31,035,"Clay County, Nebraska",6088,3093
31,037,"Colfax County, Nebraska",10563,5742
31,039,"Cuming County, Nebraska",9000,4582
31,041,"Custer County, Nebraska",10566,5314
31,043,"Dakota County, Nebraska",21308,10530
31,045,"Dawes County, Nebraska",8279,3951
31,047,"Dawson County, Nebraska",24037,12528
31,049,"Deuel County, Nebraska",1858,918
31,051,"Dixon County, Nebraska",5579,2874
31,053,"Dodge County, Nebraska",37175,18572
31,055,"Douglas County, Nebraska",582638,289721
31,057,"Dundy County, Nebraska",1825,943
31,059,"Fillmore County, Nebraska",5557,2789
31,061,"Franklin County, Nebraska",2901,1456
31,063,"Frontier County, Nebraska",2491,1340
31,065,"Furnas County, Nebraska",4630,2344
31,067,"Gage County, Nebraska",21654,10964
31,069,"Garden County, Nebraska",1778,861
31,071,"Garfield County, Nebraska",1833,938
31,073,"Gosper County, Nebraska",1873,986
31,075,"Grant County, Nebraska",649,363
31,077,"Greeley County, Nebraska",2212,1134
31,079,"Hall County, Nebraska",62575,32000
31,081,"Hamilton County, Nebraska",9400,4738
31,083,"Harlan County, Nebraska",3094,1590
31,085,"Hayes County, Nebraska",919,457
31,087,"Hitchcock County, Nebraska",2620,1352
31,089,"Holt County, Nebraska",10149,5119
31,091,"Hooker County, Nebraska",659,322
31,093,"Howard County, Nebraska",6476,3314
31,095,"Jefferson County, Nebraska",7185,3475
31,097,"Johnson County, Nebraska",5294,3208
31,099,"Kearney County, Nebraska",6655,3337
31,101,"Keith County, Nebraska",8303,4218
31,103,"Keya Paha County, Nebraska",987,498
31,105,"Kimball County, Nebraska",3395,1774
31,107,"Knox County, Nebraska",8415,4225
31,109,"Lancaster County, Nebraska",322063,162505
31,111,"Lincoln County, Nebraska",34532,17250
31,113,"Logan County, Nebraska",839,456
31,115,"Loup County, Nebraska",629,349
31,117,"McPherson County, Nebraska",456,239
31,119,"Madison County, Nebraska",35538,17653
31,121,"Merrick County, Nebraska",7675,3895
31,123,"Morrill County, Nebraska",4562,2449
31,125,"Nance County, Nebraska",3366,1697
31,127,"Nemaha County, Nebraska",7019,3595
31,129,"Nuckolls County, Nebraska",4092,2046
31,131,"Otoe County, Nebraska",15995,8239
31,133,"Pawnee County, Nebraska",2553,1241
31,135,"Perkins County, Nebraska",2860,1480
31,137,"Phelps County, Nebraska",8966,4574
31,139,"Pierce County, Nebraska",7301,3691
31,141,"Platte County, Nebraska",34219,17368
31,143,"Polk County, Nebraska",5182,2581
31,145,"Red Willow County, Nebraska",10690,5224
31,147,"Richardson County, Nebraska",7850,3981
31,149,"Rock County, Nebraska",1312,647
31,151,"Saline County, Nebraska",14275,7286
31,153,"Sarpy County, Nebraska",191272,96591
31,155,"Saunders County, Nebraska",22374,11495
31,157,"Scotts Bluff County, Nebraska",36048,17521
31,159,"Seward County, Nebraska",17644,9122
31,161,"Sheridan County, Nebraska",5102,2558
31,163,"Sherman County, Nebraska",2970,1509
31,165,"Sioux County, Nebraska",1162,571
31,167,"Stanton County, Nebraska",5828,2956
31,169,"Thayer County, Nebraska",5006,2474
31,171,"Thomas County, Nebraska",592,281
31,173,"Thurston County, Nebraska",6716,3306
31,175,"Valley County, Nebraska",4053,2026
31,177,"Washington County, Nebraska",20884,10389
31,179,"Wayne County, Nebraska",9701,4867
31,181,"Webster County, Nebraska",3410,1749
31,183,"Wheeler County, Nebraska",771,365
31,185,"York County, Nebraska",14212,7105
32,001,"Churchill County, Nevada",25409,13112
32,003,"Clark County, Nevada",2265926,1137581
32,005,"Douglas County, Nevada",49476,25063
32,007,"Elko County, Nevada",53600,28070
32,009,"Esmeralda County, Nevada",980,529
32,011,"Eureka County, Nevada",1622,818
32,013,"Humboldt County, Nevada",17266,9009
32,015,"Lander County, Nevada",5728,3109
32,017,"Lincoln County, Nevada",4507,2516
32,019,"Lyon County, Nevada",59435,30802
32,021,"Mineral County, Nevada",4568,2124
32,023,"Nye County, Nevada",51698,26290
32,027,"Pershing County, Nevada",6587,4293
32,029,"Storey County, Nevada",4095,2149
32,031,"Washoe County, Nevada",486674,247473
32,033,"White Pine County, Nevada",8997,5195
32,510,"Carson City, Nevada",58249,30199
33,001,"Belknap County, New Hampshire",63914,31658
33,003,"Carroll County, New Hampshire",50679,25655
33,005,"Cheshire County, New Hampshire",76610,37770
33,007,"Coos County, New Hampshire",31430,16638
33,009,"Grafton County, New Hampshire",90836,45104
33,011,"Hillsborough County, New Hampshire",422733,212276
33,013,"Merrimack County, New Hampshire",153918,76723
33,015,"Rockingham County, New Hampshire",315169,157222
33,017,"Strafford County, New Hampshire",130965,64834
33,019,"Sullivan County, New Hampshire",43356,21845
34,001,"Atlantic County, New Jersey",274339,133897
34,003,"Bergen County, New Jersey",953243,467592
34,005,"Burlington County, New Jersey",461853,228468
34,007,"Camden County, New Jersey",522581,253604
34,009,"Cape May County, New Jersey",95456,46347
34,011,"Cumberland County, New Jersey",153588,78755
34,013,"Essex County, New Jersey",853374,414982
34,015,"Gloucester County, New Jersey",302621,148499
34,017,"Hudson County, New Jersey",712029,356520
34,019,"Hunterdon County, New Jersey",129099,63792
34,021,"Mercer County, New Jersey",383732,189495
34,023,"Middlesex County, New Jersey",860147,427707
34,025,"Monmouth County, New Jersey",643064,315742
34,027,"Morris County, New Jersey",508816,252441
34,029,"Ocean County, New Jersey",638691,310873
34,031,"Passaic County, New Jersey",519986,255780
34,033,"Salem County, New Jersey",64840,32077
34,035,"Somerset County, New Jersey",344978,170153
34,037,"Sussex County, New Jersey",144808,72893
34,039,"Union County, New Jersey",572079,282245
34,041,"Warren County, New Jersey",109739,54469
35,001,"Bernalillo County, New Mexico",674692,332549
35,003,"Catron County, New Mexico",3635,1903
35,005,"Chaves County, New Mexico",64701,32652
35,006,"Cibola County, New Mexico",27211,13765
35,007,"Colfax County, New Mexico",12370,6273
35,009,"Curry County, New Mexico",48327,24945
35,011,"De Baca County, New Mexico",1695,1063
35,013,"Doña Ana County, New Mexico",219870,108834
35,015,"Eddy County, New Mexico",61264,31413
35,017,"Grant County, New Mexico",28006,14084
35,019,"Guadalupe County, New Mexico",4413,2590
35,021,"Harding County, New Mexico",671,339
35,023,"Hidalgo County, New Mexico",4160,2066
35,025,"Lea County, New Mexico",73103,37934
35,027,"Lincoln County, New Mexico",20222,9878
35,028,"Los Alamos County, New Mexico",19253,9884
35,029,"Luna County, New Mexico",25393,12969
35,031,"McKinley County, New Mexico",72073,35101
35,033,"Mora County, New Mexico",4208,1872
35,035,"Otero County, New Mexico",67850,35846
35,037,"Quay County, New Mexico",8641,4206
35,039,"Rio Arriba County, New Mexico",40285,19854
35,041,"Roosevelt County, New Mexico",19142,9583
35,043,"Sandoval County, New Mexico",149460,74086
35,045,"San Juan County, New Mexico",121798,60435
35,047,"San Miguel County, New Mexico",27215,13545
35,049,"Santa Fe County, New Mexico",154481,75375
35,051,"Sierra County, New Mexico",11506,5822
35,053,"Socorro County, New Mexico",16453,8366
35,055,"Taos County, New Mexico",34475,17035
35,057,"Torrance County, New Mexico",15203,7805
35,059,"Union County, New Mexico",4074,2182
35,061,"Valencia County, New Mexico",76613,38604
36,001,"Albany County, New York",315041,153405
36,003,"Allegany County, New York",47222,23892
36,005,"Bronx County, New York",1443229,683349
36,007,"Broome County, New York",198365,98025
36,009,"Cattaraugus County, New York",77000,38652
36,011,"Cayuga County, New York",76171,39143
36,013,"Chautauqua County, New York",127440,63496
36,015,"Chemung County, New York",83584,41704
36,017,"Chenango County, New York",47096,23663
36,019,"Clinton County, New York",79839,41064
36,021,"Columbia County, New York",61469,31068
36,023,"Cortland County, New York",46755,23310
36,025,"Delaware County, New York",44637,22763
36,027,"Dutchess County, New York",296467,148112
36,029,"Erie County, New York",951232,463713
36,031,"Essex County, New York",37314,19297
36,033,"Franklin County, New York",47459,25027
