state,county,NAME,Sex by Age_Estimate!!Total: (B01001_001E),Sex by Age_Estimate!!Total:!!Male: (B01001_002E)
47,049,"Fentress County, Tennessee",18642,9371
47,051,"Franklin County, Tennessee",42980,21310
47,053,"Gibson County, Tennessee",50455,24364
47,055,"Giles County, Tennessee",30317,14682
47,057,"Grainger County, Tennessee",23648,11960
47,059,"Greene County, Tennessee",70399,34731
47,061,"Grundy County, Tennessee",13550,6749
47,063,"Hamblen County, Tennessee",64531,31933
47,065,"Hamilton County, Tennessee",367193,178248
47,067,"Hancock County, Tennessee",6726,3312
47,069,"Hardeman County, Tennessee",25519,14142
47,071,"Hardin County, Tennessee",26824,12878
47,073,"Hawkins County, Tennessee",57107,28159
47,075,"Haywood County, Tennessee",17806,8445
47,077,"Henderson County, Tennessee",27845,13729
47,079,"Henry County, Tennessee",32305,15622
47,081,"Hickman County, Tennessee",24996,13117
47,083,"Houston County, Tennessee",8253,4108
47,085,"Humphreys County, Tennessee",19032,9527
47,087,"Jackson County, Tennessee",11730,5944
47,089,"Jefferson County, Tennessee",55017,27186
47,091,"Johnson County, Tennessee",17982,9804
47,093,"Knox County, Tennessee",481406,235988
47,095,"Lake County, Tennessee",6898,4382
47,097,"Lauderdale County, Tennessee",25171,13008
47,099,"Lawrence County, Tennessee",44377,21913
47,101,"Lewis County, Tennessee",12637,6251
47,103,"Lincoln County, Tennessee",35365,17436
47,105,"Loudon County, Tennessee",55507,27335
47,107,"McMinn County, Tennessee",53532,26262
47,109,"McNairy County, Tennessee",25895,12747
47,111,"Macon County, Tennessee",25365,12408
47,113,"Madison County, Tennessee",98644,47371
47,115,"Marion County, Tennessee",28852,14330
47,117,"Marshall County, Tennessee",34567,17114
47,119,"Maury County, Tennessee",102002,49972
47,121,"Meigs County, Tennessee",12839,6352
47,123,"Monroe County, Tennessee",46489,23143
47,125,"Montgomery County, Tennessee",222305,111312
47,127,"Moore County, Tennessee",6558,3270
47,129,"Morgan County, Tennessee",21124,11580
47,131,"Obion County, Tennessee",30670,14956
47,133,"Overton County, Tennessee",22576,11305
47,135,"Perry County, Tennessee",8432,4197
47,137,"Pickett County, Tennessee",5042,2510
47,139,"Polk County, Tennessee",17620,8836
47,141,"Putnam County, Tennessee",80157,39887
47,143,"Rhea County, Tennessee",33031,16691
47,145,"Roane County, Tennessee",53777,26388
47,147,"Robertson County, Tennessee",73297,36439
47,149,"Rutherford County, Tennessee",343727,169927
47,151,"Scott County, Tennessee",21917,10903
47,153,"Sequatchie County, Tennessee",16065,8232
47,155,"Sevier County, Tennessee",98455,48685
47,157,"Shelby County, Tennessee",926440,441579
47,159,"Smith County, Tennessee",20034,10162
47,161,"Stewart County, Tennessee",13724,6784
47,163,"Sullivan County, Tennessee",158722,77767
47,165,"Sumner County, Tennessee",196845,96687
47,167,"Tipton County, Tennessee",61116,30274
47,169,"Trousdale County, Tennessee",11596,7204
47,171,"Unicoi County, Tennessee",17845,9004
47,173,"Union County, Tennessee",19860,9880
47,175,"Van Buren County, Tennessee",6182,3113
47,177,"Warren County, Tennessee",41163,20595
47,179,"Washington County, Tennessee",133282,65800
47,181,"Wayne County, Tennessee",16325,9121
47,183,"Weakley County, Tennessee",32946,16288
47,185,"White County, Tennessee",27420,13376
47,187,"Williamson County, Tennessee",248897,123066
47,189,"Wilson County, Tennessee",149096,73809
48,001,"Anderson County, Texas",58077,35807
48,003,"Andrews County, Texas",18362,9274
48,005,"Angelina County, Texas",86608,42586
48,007,"Aransas County, Texas",24048,11986
48,009,"Archer County, Texas",8649,4400
48,011,"Armstrong County, Texas",1912,879
48,013,"Atascosa County, Texas",49403,24580
48,015,"Austin County, Texas",30406,15298
48,017,"Bailey County, Texas",6902,3287
48,019,"Bandera County, Texas",21182,10479
48,021,"Bastrop County, Texas",98435,49988
48,023,"Baylor County, Texas",3475,1738
48,025,"Bee County, Texas",30977,19218
48,027,"Bell County, Texas",372821,186259
48,029,"Bexar County, Texas",2014059,1001527
48,031,"Blanco County, Texas",11608,5853
48,033,"Borden County, Texas",686,301
48,035,"Bosque County, Texas",18404,9135
48,037,"Bowie County, Texas",92747,46884
48,039,"Brazoria County, Texas",374600,190008
48,041,"Brazos County, Texas",234548,118812
48,043,"Brewster County, Texas",9454,4578
48,045,"Briscoe County, Texas",1290,710
48,047,"Brooks County, Texas",7059,3385
48,049,"Brown County, Texas",38159,19020
48,051,"Burleson County, Texas",17958,8767
48,053,"Burnet County, Texas",49684,24537
48,055,"Caldwell County, Texas",46141,23228
48,057,"Calhoun County, Texas",20127,10402
48,059,"Callahan County, Texas",13869,6917
48,061,"Cameron County, Texas",421854,208182
48,063,"Camp County, Texas",12543,6007
48,065,"Carson County, Texas",5801,2890
48,067,"Cass County, Texas",28637,13896
48,069,"Castro County, Texas",7381,3780
48,071,"Chambers County, Texas",47037,24269
48,073,"Cherokee County, Texas",50824,25996
48,075,"Childress County, Texas",6781,4393
48,077,"Clay County, Texas",10290,5172
48,079,"Cochran County, Texas",2529,1305
48,081,"Coke County, Texas",3305,1645
48,083,"Coleman County, Texas",7808,3913
48,085,"Collin County, Texas",1079153,537145
48,087,"Collingsworth County, Texas",2865,1405
48,089,"Colorado County, Texas",20582,10233
48,091,"Comal County, Texas",165201,82455
48,093,"Comanche County, Texas",13651,6881
48,095,"Concho County, Texas",3235,1793
48,097,"Cooke County, Texas",41860,20838
48,099,"Coryell County, Texas",82927,42084
48,101,"Cottle County, Texas",1647,849
48,103,"Crane County, Texas",4636,2293
48,105,"Crockett County, Texas",2949,1575
48,107,"Crosby County, Texas",5157,2607
48,109,"Culberson County, Texas",2181,1343
48,111,"Dallam County, Texas",7165,3836
48,113,"Dallas County, Texas",2604053,1294332
48,115,"Dawson County, Texas",12342,6950
48,117,"Deaf Smith County, Texas",18585,9357
48,119,"Delta County, Texas",5278,2406
48,121,"Denton County, Texas",914870,453677
48,123,"DeWitt County, Texas",19826,10433
48,125,"Dickens County, Texas",1570,739
48,127,"Dimmit County, Texas",8672,4349
48,129,"Donley County, Texas",3298,1666
48,131,"Duval County, Texas",9960,5097
48,133,"Eastland County, Texas",17812,8957
48,135,"Ector County, Texas",162300,83509
48,137,"Edwards County, Texas",1380,769
48,139,"Ellis County, Texas",195509,97264
48,141,"El Paso County, Texas",863832,429824
48,143,"Erath County, Texas",42788,21007
48,145,"Falls County, Texas",17013,8065
48,147,"Fannin County, Texas",36052,19230
48,149,"Fayette County, Texas",24564,12244
48,151,"Fisher County, Texas",3680,1901
48,153,"Floyd County, Texas",5386,2644
48,155,"Foard County, Texas",1075,435
48,157,"Fort Bend County, Texas",832607,411621
48,159,"Franklin County, Texas",10445,5452
48,161,"Freestone County, Texas",19599,10221
48,163,"Frio County, Texas",18151,11026
48,165,"Gaines County, Texas",21523,10914
48,167,"Galveston County, Texas",350801,173583
48,169,"Garza County, Texas",5735,3485
48,171,"Gillespie County, Texas",26953,13224
48,173,"Glasscock County, Texas",1068,683
48,175,"Goliad County, Texas",7092,3522
48,177,"Gonzales County, Texas",19736,10081
48,179,"Gray County, Texas",21272,11382
48,181,"Grayson County, Texas",137008,67315
48,183,"Gregg County, Texas",124245,60840
48,185,"Grimes County, Texas",29442,15894
48,187,"Guadalupe County, Texas",173828,86706
48,189,"Hale County, Texas",32525,16851
48,191,"Hall County, Texas",2847,1371
48,193,"Hamilton County, Texas",8244,4103
48,195,"Hansford County, Texas",5270,2780
48,197,"Hardeman County, Texas",3541,1837
48,199,"Hardin County, Texas",56576,27727
48,201,"Harris County, Texas",4726177,2359415
48,203,"Harrison County, Texas",69098,33790
48,205,"Hartley County, Texas",5369,3055
48,207,"Haskell County, Texas",5408,2878
48,209,"Hays County, Texas",245351,122589
48,211,"Hemphill County, Texas",3371,1911
48,213,"Henderson County, Texas",82627,40851
48,215,"Hidalgo County, Texas",873167,431639
48,217,"Hill County, Texas",36138,18161
48,219,"Hockley County, Texas",21495,10775
48,221,"Hood County, Texas",62459,30357
48,223,"Hopkins County, Texas",37008,18359
48,225,"Houston County, Texas",22107,12021
48,227,"Howard County, Texas",34488,19633
48,229,"Hudspeth County, Texas",3329,2027
48,231,"Hunt County, Texas",101596,50144
48,233,"Hutchinson County, Texas",20595,10552
48,235,"Irion County, Texas",1561,748
48,237,"Jack County, Texas",8588,4774
48,239,"Jackson County, Texas",15010,7470
48,241,"Jasper County, Texas",33032,16240
48,243,"Jeff Davis County, Texas",1992,1106
48,245,"Jefferson County, Texas",254942,131138
48,247,"Jim Hogg County, Texas",4830,2515
48,249,"Jim Wells County, Texas",39060,19461
48,251,"Johnson County, Texas",182690,92223
48,253,"Jones County, Texas",19758,12581
48,255,"Karnes County, Texas",14805,8705
48,257,"Kaufman County, Texas",149773,74364
48,259,"Kendall County, Texas",45376,22351
48,261,"Kenedy County, Texas",116,69
48,263,"Kent County, Texas",635,323
48,265,"Kerr County, Texas",52810,25725
48,267,"Kimble County, Texas",4316,2161
48,269,"King County, Texas",216,113
48,271,"Kinney County, Texas",3157,1947
48,273,"Kleberg County, Texas",30860,15582
48,275,"Knox County, Texas",3333,1629
48,277,"Lamar County, Texas",50149,24449
48,279,"Lamb County, Texas",13024,6523
48,281,"Lampasas County, Texas",21829,11019
48,283,"La Salle County, Texas",6965,4303
48,285,"Lavaca County, Texas",20379,10068
48,287,"Lee County, Texas",17543,8665
48,289,"Leon County, Texas",15928,7918
48,291,"Liberty County, Texas",93523,46504
48,293,"Limestone County, Texas",22222,11315
48,295,"Lipscomb County, Texas",3038,1386
48,297,"Live Oak County, Texas",11374,6118
48,299,"Llano County, Texas",21637,10332
48,301,"Loving County, Texas",96,51
48,303,"Lubbock County, Texas",311509,154200
48,305,"Lynn County, Texas",5619,2912
48,307,"McCulloch County, Texas",7638,3917
48,309,"McLennan County, Texas",261090,128169
48,311,"McMullen County, Texas",670,296
48,313,"Madison County, Texas",13556,7679
48,315,"Marion County, Texas",9668,4724
48,317,"Martin County, Texas",5228,2833
48,319,"Mason County, Texas",3959,1977
48,321,"Matagorda County, Texas",36251,18259
48,323,"Maverick County, Texas",57806,28883
48,325,"Medina County, Texas",51432,26705
48,327,"Menard County, Texas",1964,986
48,329,"Midland County, Texas",169393,86602
48,331,"Milam County, Texas",25080,12359
48,333,"Mills County, Texas",4501,2279
48,335,"Mitchell County, Texas",8947,5054
48,337,"Montague County, Texas",20197,9818
48,339,"Montgomery County, Texas",629989,314216
48,341,"Moore County, Texas",21284,11073
48,343,"Morris County, Texas",11993,5675
48,345,"Motley County, Texas",1223,639
48,347,"Nacogdoches County, Texas",64768,31302
48,349,"Navarro County, Texas",52834,26564
48,351,"Newton County, Texas",12333,6175
48,353,"Nolan County, Texas",14657,7429
48,355,"Nueces County, Texas",353245,176105
48,357,"Ochiltree County, Texas",9924,4994
48,359,"Oldham County, Texas",2171,1284
48,361,"Orange County, Texas",84761,42264
48,363,"Palo Pinto County, Texas",28569,14050
48,365,"Panola County, Texas",22540,11276
48,367,"Parker County, Texas",151188,75827
48,369,"Parmer County, Texas",9809,5140
48,371,"Pecos County, Texas",15114,8469
48,373,"Polk County, Texas",50536,27262
48,375,"Potter County, Texas",117905,60843
48,377,"Presidio County, Texas",6168,3029
48,379,"Rains County, Texas",12257,6127
48,381,"Randall County, Texas",141489,70037
48,383,"Reagan County, Texas",3308,1697
48,385,"Real County, Texas",2830,1324
48,387,"Red River County, Texas",11627,5656
48,389,"Reeves County, Texas",14022,8530
48,391,"Refugio County, Texas",6718,3179
48,393,"Roberts County, Texas",764,422
48,395,"Robertson County, Texas",16912,8398
48,397,"Rockwall County, Texas",110631,55091
48,399,"Runnels County, Texas",9858,4976
48,401,"Rusk County, Texas",52755,28432
48,403,"Sabine County, Texas",9980,4989
48,405,"San Augustine County, Texas",7920,3828
48,407,"San Jacinto County, Texas",27666,13794
48,409,"San Patricio County, Texas",68942,35185
48,411,"San Saba County, Texas",5779,3086
48,413,"Schleicher County, Texas",2474,1181
48,415,"Scurry County, Texas",16883,9084
48,417,"Shackelford County, Texas",3134,1583
48,419,"Shelby County, Texas",24157,12094
48,421,"Sherman County, Texas",2414,1188
48,423,"Smith County, Texas",234667,113874
48,425,"Somervell County, Texas",9337,4573
48,427,"Starr County, Texas",65716,32196
48,429,"Stephens County, Texas",9260,4997
48,431,"Sterling County, Texas",1392,737
48,433,"Stonewall County, Texas",1331,681
48,435,"Sutton County, Texas",3345,1651
48,437,"Swisher County, Texas",6989,3848
48,439,"Tarrant County, Texas",2113854,1041366
48,441,"Taylor County, Texas",143029,70009
48,443,"Terrell County, Texas",862,501
48,445,"Terry County, Texas",11816,6456
48,447,"Throckmorton County, Texas",1439,773
48,449,"Titus County, Texas",31301,15601
48,451,"Tom Green County, Texas",119276,59736
48,453,"Travis County, Texas",1289054,658063
48,455,"Trinity County, Texas",13735,6786
48,457,"Tyler County, Texas",19962,10828
48,459,"Upshur County, Texas",41261,20514
48,461,"Upton County, Texas",3284,1640
48,463,"Uvalde County, Texas",24833,12409
48,465,"Val Verde County, Texas",47693,24643
48,467,"Van Zandt County, Texas",60053,29603
48,469,"Victoria County, Texas",91209,44940
48,471,"Walker County, Texas",77182,45638
48,473,"Waller County, Texas",57463,28521
48,475,"Ward County, Texas",11347,5732
48,477,"Washington County, Texas",35807,17609
48,479,"Webb County, Texas",267282,132495
48,481,"Wharton County, Texas",41614,20761
48,483,"Wheeler County, Texas",4980,2580
48,485,"Wichita County, Texas",129584,67086
48,487,"Wilbarger County, Texas",12795,6305
48,489,"Willacy County, Texas",20308,11047
48,491,"Williamson County, Texas",617396,307076
48,493,"Wilson County, Texas",50381,25470
48,495,"Winkler County, Texas",7582,3925
48,497,"Wise County, Texas",70062,35479
48,499,"Wood County, Texas",45341,22754
48,501,"Yoakum County, Texas",7630,3576
48,503,"Young County, Texas",17903,8822
48,505,"Zapata County, Texas",13896,6953
48,507,"Zavala County, Texas",9700,5101
49,001,"Beaver County, Utah",7102,3814
49,003,"Box Elder County, Utah",58291,29874
49,005,"Cache County, Utah",134428,67593
49,007,"Carbon County, Utah",20338,10219
49,009,"Daggett County, Utah",638,366
49,011,"Davis County, Utah",363032,184446
49,013,"Duchesne County, Utah",19779,10004
49,015,"Emery County, Utah",9898,5036
49,017,"Garfield County, Utah",5121,2635
49,019,"Grand County, Utah",9680,4947
49,021,"Iron County, Utah",58068,29210
49,023,"Juab County, Utah",11943,6287
49,025,"Kane County, Utah",7814,3897
49,027,"Millard County, Utah",13027,6703
49,029,"Morgan County, Utah",12367,6417
49,031,"Piute County, Utah",1764,940
49,033,"Rich County, Utah",2543,1287
49,035,"Salt Lake County, Utah",1180643,597700
49,037,"San Juan County, Utah",14524,7293
49,039,"Sanpete County, Utah",28816,15325
49,041,"Sevier County, Utah",21667,11144
49,043,"Summit County, Utah",42524,21971
49,045,"Tooele County, Utah",74032,37722
49,047,"Uintah County, Utah",35951,18211
49,049,"Utah County, Utah",666021,338404
49,051,"Wasatch County, Utah",35009,17880
49,053,"Washington County, Utah",183297,91287
49,055,"Wayne County, Utah",2532,1299
49,057,"Weber County, Utah",262960,133298
50,001,"Addison County, Vermont",37434,18716
50,003,"Bennington County, Vermont",37326,18243
50,005,"Caledonia County, Vermont",30418,15313
50,007,"Chittenden County, Vermont",168309,83053
50,009,"Essex County, Vermont",5976,3024
50,011,"Franklin County, Vermont",50101,25212
50,013,"Grand Isle County, Vermont",7335,3767
50,015,"Lamoille County, Vermont",25977,13023
50,017,"Orange County, Vermont",29439,14820
50,019,"Orleans County, Vermont",27459,13899
50,021,"Rutland County, Vermont",60585,30326
50,023,"Washington County, Vermont",59768,29775
50,025,"Windham County, Vermont",45857,22648
50,027,"Windsor County, Vermont",57832,28520
51,001,"Accomack County, Virginia",33367,16257
51,003,"Albemarle County, Virginia",112513,54068
51,005,"Alleghany County, Virginia",15159,7501
51,007,"Amelia County, Virginia",13309,6531
51,009,"Amherst County, Virginia",31426,14973
51,011,"Appomattox County, Virginia",16253,7910
51,013,"Arlington County, Virginia",235845,119030
51,015,"Augusta County, Virginia",77433,39547
51,017,"Bath County, Virginia",4177,2073
51,019,"Bedford County, Virginia",79761,39452
51,021,"Bland County, Virginia",6241,3540
51,023,"Botetourt County, Virginia",33734,16820
51,025,"Brunswick County, Virginia",15965,8513
51,027,"Buchanan County, Virginia",20246,10504
51,029,"Buckingham County, Virginia",16869,9405
51,031,"Campbell County, Virginia",55518,27091
51,033,"Caroline County, Virginia",31181,15457
51,035,"Carroll County, Virginia",29126,14335
51,036,"Charles City County, Virginia",6760,3362
51,037,"Charlotte County, Virginia",11563,5865
51,041,"Chesterfield County, Virginia",366019,177338
51,043,"Clarke County, Virginia",14882,7353
51,045,"Craig County, Virginia",4898,2446
51,047,"Culpeper County, Virginia",52822,26404
51,049,"Cumberland County, Virginia",9697,4887
51,051,"Dickenson County, Virginia",14089,7165
51,053,"Dinwiddie County, Virginia",28057,14111
51,057,"Essex County, Virginia",10602,4988
51,059,"Fairfax County, Virginia",1145354,573140
51,061,"Fauquier County, Virginia",73290,36589
51,063,"Floyd County, Virginia",15532,7649
51,065,"Fluvanna County, Virginia",27442,12811
51,067,"Franklin County, Virginia",54838,27147
51,069,"Frederick County, Virginia",92007,46279
51,071,"Giles County, Virginia",16711,8254
51,073,"Gloucester County, Virginia",38875,19309
51,075,"Goochland County, Virginia",24906,12404
51,077,"Grayson County, Virginia",15356,8064
51,079,"Greene County, Virginia",20631,9860
51,081,"Greensville County, Virginia",11373,6951
51,083,"Halifax County, Virginia",34013,16334
51,085,"Hanover County, Virginia",110513,54636
51,087,"Henrico County, Virginia",333120,159152
51,089,"Henry County, Virginia",50760,24420
51,091,"Highland County, Virginia",2247,1034
51,093,"Isle of Wight County, Virginia",38898,19422
51,095,"James City County, Virginia",78818,38132
51,097,"King and Queen County, Virginia",6681,3485
51,099,"King George County, Virginia",26985,13719
51,101,"King William County, Virginia",17845,8842
51,103,"Lancaster County, Virginia",10866,5325
51,105,"Lee County, Virginia",22287,11812
51,107,"Loudoun County, Virginia",420773,210848
51,109,"Louisa County, Virginia",38106,19078
51,111,"Lunenburg County, Virginia",11988,6285
51,113,"Madison County, Virginia",13828,6764
51,115,"Mathews County, Virginia",8537,4124
51,117,"Mecklenburg County, Virginia",30367,15032
51,119,"Middlesex County, Virginia",10738,5360
51,121,"Montgomery County, Virginia",99373,51542
51,125,"Nelson County, Virginia",14773,7463
51,127,"New Kent County, Virginia",23296,12186
51,131,"Northampton County, Virginia",12132,5722
51,133,"Northumberland County, Virginia",12007,5555
51,135,"Nottoway County, Virginia",15638,8295
51,137,"Orange County, Virginia",36593,18178
51,139,"Page County, Virginia",23753,11987
51,141,"Patrick County, Virginia",17660,8930
51,143,"Pittsylvania County, Virginia",60541,30142
51,145,"Powhatan County, Virginia",30503,16003
51,147,"Prince Edward County, Virginia",21922,11433
51,149,"Prince George County, Virginia",42634,23947
51,153,"Prince William County, Virginia",481114,242456
51,155,"Pulaski County, Virginia",33841,17127
51,157,"Rappahannock County, Virginia",7422,3746
51,159,"Richmond County, Virginia",8968,5035
51,161,"Roanoke County, Virginia",96653,46725
51,163,"Rockbridge County, Virginia",22673,11175
51,165,"Rockingham County, Virginia",83905,41490
51,167,"Russell County, Virginia",25763,12869
51,169,"Scott County, Virginia",21536,10954
51,171,"Shenandoah County, Virginia",44337,21907
51,173,"Smyth County, Virginia",29799,14783
51,175,"Southampton County, Virginia",18003,9450
51,177,"Spotsylvania County, Virginia",141097,70013
51,179,"Stafford County, Virginia",157606,79848
51,181,"Surry County, Virginia",6546,3285
51,183,"Sussex County, Virginia",10866,6320
51,185,"Tazewell County, Virginia",40392,20128
51,187,"Warren County, Virginia",40800,20570
51,191,"Washington County, Virginia",53985,26961
51,193,"Westmoreland County, Virginia",18480,8916
51,195,"Wise County, Virginia",36105,18850
51,197,"Wythe County, Virginia",28275,13968
51,199,"York County, Virginia",70238,34866
51,510,"Alexandria city, Virginia",157594,76589
51,520,"Bristol city, Virginia",17036,8213
51,530,"Buena Vista city, Virginia",6639,3128
51,540,"Charlottesville city, Virginia",46289,22528
51,550,"Chesapeake city, Virginia",249377,122672
51,570,"Colonial Heights city, Virginia",18158,8304
51,580,"Covington city, Virginia",5722,2716
51,590,"Danville city, Virginia",42507,19496
51,595,"Emporia city, Virginia",5680,2531
51,600,"Fairfax city, Virginia",24242,11945
51,610,"Falls Church city, Virginia",14576,7274
51,620,"Franklin city, Virginia",8194,3921
51,630,"Fredericksburg city, Virginia",28258,13202
51,640,"Galax city, Virginia",6687,2976
51,650,"Hampton city, Virginia",137217,66248
51,660,"Harrisonburg city, Virginia",51784,25035
51,670,"Hopewell city, Virginia",23046,10827
51,678,"Lexington city, Virginia",7346,4285
51,680,"Lynchburg city, Virginia",79166,36991
51,683,"Manassas city, Virginia",42620,21632
51,685,"Manassas Park city, Virginia",17123,8685
51,690,"Martinsville city, Virginia",13539,6349
51,700,"Newport News city, Virginia",185118,90193
51,710,"Norfolk city, Virginia",236973,120733
51,720,"Norton city, Virginia",3668,1692
51,730,"Petersburg city, Virginia",33261,15163
51,735,"Poquoson city, Virginia",12479,6277
51,740,"Portsmouth city, Virginia",97384,46879
51,750,"Radford city, Virginia",16379,7411
51,760,"Richmond city, Virginia",227171,108032
51,770,"Roanoke city, Virginia",99213,46791
51,775,"Salem city, Virginia",25372,12187
51,790,"Staunton city, Virginia",25581,11715
51,800,"Suffolk city, Virginia",94856,46381
51,810,"Virginia Beach city, Virginia",457900,225616
51,820,"Waynesboro city, Virginia",22341,10995
51,830,"Williamsburg city, Virginia",15486,7277
51,840,"Winchester city, Virginia",28103,13874
53,001,"Adams County, Washington",20557,10509
53,003,"Asotin County, Washington",22370,11031
53,005,"Benton County, Washington",207560,104632
53,007,"Chelan County, Washington",79076,39895
53,009,"Clallam County, Washington",77333,38422
53,011,"Clark County, Washington",504091,250981
53,013,"Columbia County, Washington",3980,1962
53,015,"Cowlitz County, Washington",110621,55417
53,017,"Douglas County, Washington",43189,22349
53,019,"Ferry County, Washington",7260,3645
53,021,"Franklin County, Washington",96692,49955
53,023,"Garfield County, Washington",2310,1174
53,025,"Grant County, Washington",99145,50580
53,027,"Grays Harbor County, Washington",75672,39090
53,029,"Island County, Washington",86510,43409
53,031,"Jefferson County, Washington",33006,16189
53,033,"King County, Washington",2254371,1143593
53,035,"Kitsap County, Washington",275411,141665
53,037,"Kittitas County, Washington",44424,22385
53,039,"Klickitat County, Washington",22798,11635
53,041,"Lewis County, Washington",82663,41896
53,043,"Lincoln County, Washington",11036,5587
53,045,"Mason County, Washington",66053,34458
53,047,"Okanogan County, Washington",42336,21632
53,049,"Pacific County, Washington",23396,11714
53,051,"Pend Oreille County, Washington",13570,7057
53,053,"Pierce County, Washington",918993,462489
53,055,"San Juan County, Washington",18001,8850
53,057,"Skagit County, Washington",129480,64614
53,059,"Skamania County, Washington",12118,5996
53,061,"Snohomish County, Washington",828337,418342
53,063,"Spokane County, Washington",538711,269376
53,065,"Stevens County, Washington",46774,23444
53,067,"Thurston County, Washington",294272,145124
53,069,"Wahkiakum County, Washington",4476,2276
53,071,"Walla Walla County, Washington",62150,31276
53,073,"Whatcom County, Washington",226523,112654
53,075,"Whitman County, Washington",47141,23954
53,077,"Yakima County, Washington",256143,128661
54,001,"Barbour County, West Virginia",15527,7620
54,003,"Berkeley County, West Virginia",123283,61697
54,005,"Boone County, West Virginia",21705,10931
54,007,"Braxton County, West Virginia",12505,6406
54,009,"Brooke County, West Virginia",22349,11092
54,011,"Cabell County, West Virginia",93965,45862
54,013,"Calhoun County, West Virginia",6279,3004
54,015,"Clay County, West Virginia",8049,4017
54,017,"Doddridge County, West Virginia",7847,4475
54,019,"Fayette County, West Virginia",40545,20365
54,021,"Gilmer County, West Virginia",7444,4491
54,023,"Grant County, West Virginia",11034,5564
54,025,"Greenbrier County, West Virginia",32995,16010
54,027,"Hampshire County, West Virginia",23275,11985
54,029,"Hancock County, West Virginia",28907,14208
54,031,"Hardy County, West Virginia",14249,7457
54,033,"Harrison County, West Virginia",65862,32548
54,035,"Jackson County, West Virginia",27868,13896
54,037,"Jefferson County, West Virginia",58043,28953
54,039,"Kanawha County, West Virginia",179895,87343
54,041,"Lewis County, West Virginia",16920,8494
54,043,"Lincoln County, West Virginia",20410,10127
54,045,"Logan County, West Virginia",32350,16054
54,047,"McDowell County, West Virginia",18911,9428
54,049,"Marion County, West Virginia",56194,28068
54,051,"Marshall County, West Virginia",30509,15540
54,053,"Mason County, West Virginia",25488,12579
54,055,"Mercer County, West Virginia",59530,28719
54,057,"Mineral County, West Virginia",26957,13393
54,059,"Mingo County, West Virginia",23466,11577
54,061,"Monongalia County, West Virginia",105988,54753
54,063,"Monroe County, West Virginia",12438,6210
54,065,"Morgan County, West Virginia",17237,8783
54,067,"Nicholas County, West Virginia",24624,12465
54,069,"Ohio County, West Virginia",42224,20497
54,071,"Pendleton County, West Virginia",6156,3178
54,073,"Pleasants County, West Virginia",7622,4269
54,075,"Pocahontas County, West Virginia",7940,4133
54,077,"Preston County, West Virginia",34206,18139
54,079,"Putnam County, West Virginia",57347,28611
54,081,"Raleigh County, West Virginia",74303,37402
54,083,"Randolph County, West Virginia",28005,14750
54,085,"Ritchie County, West Virginia",8507,4288
54,087,"Roane County, West Virginia",14027,7016
54,089,"Summers County, West Virginia",11985,5650
54,091,"Taylor County, West Virginia",16602,8283
54,093,"Tucker County, West Virginia",6747,3402
54,095,"Tyler County, West Virginia",8336,4173
54,097,"Upshur County, West Virginia",23875,12038
54,099,"Wayne County, West Virginia",38933,19098
54,101,"Webster County, West Virginia",8362,4168
54,103,"Wetzel County, West Virginia",14431,7168
54,105,"Wirt County, West Virginia",5202,2560
54,107,"Wood County, West Virginia",84272,41185
54,109,"Wyoming County, West Virginia",21237,10650
55,001,"Adams County, Wisconsin",20730,11207
55,003,"Ashland County, Wisconsin",16041,8256
55,005,"Barron County, Wisconsin",46683,23605
55,007,"Bayfield County, Wisconsin",16214,8299
55,009,"Brown County, Wisconsin",268393,134295
55,011,"Buffalo County, Wisconsin",13329,6755
55,013,"Burnett County, Wisconsin",16561,8572
55,015,"Calumet County, Wisconsin",52361,26565
55,017,"Chippewa County, Wisconsin",66254,34577
55,019,"Clark County, Wisconsin",34703,17683
55,021,"Columbia County, Wisconsin",58272,29998
55,023,"Crawford County, Wisconsin",16123,8405
55,025,"Dane County, Wisconsin",559891,280540
55,027,"Dodge County, Wisconsin",89032,46897
55,029,"Door County, Wisconsin",30038,14848
55,031,"Douglas County, Wisconsin",44092,22256
55,033,"Dunn County, Wisconsin",45221,22829
55,035,"Eau Claire County, Wisconsin",105697,52562
55,037,"Florence County, Wisconsin",4574,2337
55,039,"Fond du Lac County, Wisconsin",104027,51551
55,041,"Forest County, Wisconsin",9239,4642
55,043,"Grant County, Wisconsin",51842,26948
55,045,"Green County, Wisconsin",37066,18682
55,047,"Green Lake County, Wisconsin",19093,9640
55,049,"Iowa County, Wisconsin",23766,12060
55,051,"Iron County, Wisconsin",6136,3115
55,053,"Jackson County, Wisconsin",20958,11303
55,055,"Jefferson County, Wisconsin",85932,43406
55,057,"Juneau County, Wisconsin",26695,14477
55,059,"Kenosha County, Wisconsin",168693,83870
55,061,"Kewaunee County, Wisconsin",20570,10527
55,063,"La Crosse County, Wisconsin",120216,59025
55,065,"Lafayette County, Wisconsin",16716,8538
55,067,"Langlade County, Wisconsin",19512,9907
55,069,"Lincoln County, Wisconsin",28402,14353
55,071,"Manitowoc County, Wisconsin",81242,40886
55,073,"Marathon County, Wisconsin",137820,69713
55,075,"Marinette County, Wisconsin",41827,21241
55,077,"Marquette County, Wisconsin",15619,8034
55,078,"Menominee County, Wisconsin",4279,2185
55,079,"Milwaukee County, Wisconsin",933063,454480
